,word,ls_word_acc,cr_word_acc,ls_word_count,cr_word_count
12472,eagerly,96.0,76.0,49,49
12473,spend,96.0,98.0,49,49
12475,countess,96.0,75.0,48,48
12476,impression,96.0,98.0,48,48
12477,peasant,96.0,96.0,48,48
12479,scattered,96.0,100.0,48,48
12480,singing,96.0,96.0,48,48
12481,amount,96.0,96.0,47,47
12483,wicked,96.0,98.0,47,47
12484,astonishment,96.0,87.0,46,46
12486,patty,96.0,65.0,46,46
12487,suggestion,96.0,96.0,46,46
12490,assistance,96.0,96.0,45,45
12491,assured,96.0,76.0,45,45
12492,basket,96.0,96.0,45,45
12493,choose,96.0,84.0,45,45
12494,cliff,96.0,89.0,45,45
12495,mounted,96.0,91.0,45,45
12496,murder,96.0,89.0,45,45
12499,southern,96.0,100.0,45,45
12500,surrounded,96.0,87.0,45,45
12502,admired,96.0,89.0,28,28
12504,beach,96.0,86.0,28,28
12506,criminal,96.0,93.0,28,28
12507,current,96.0,100.0,28,28
12508,deadly,96.0,96.0,28,28
12510,decide,96.0,93.0,28,28
12511,definite,96.0,96.0,28,28
12512,enterprise,96.0,100.0,28,28
12514,frozen,96.0,96.0,28,28
12515,iceland,96.0,57.0,28,28
12516,lucky,96.0,100.0,28,28
12517,orange,96.0,89.0,28,28
12518,outer,96.0,86.0,28,28
12519,park,96.0,93.0,28,28
12522,puzzled,96.0,86.0,28,28
12523,reaching,96.0,100.0,28,28
12526,trunk,96.0,93.0,28,28
12527,whoever,96.0,93.0,28,28
12528,worship,96.0,93.0,28,28
12529,breeze,96.0,89.0,27,27
12531,catching,96.0,96.0,27,27
12532,contents,96.0,93.0,27,27
12534,dining,96.0,100.0,27,27
12536,exceedingly,96.0,96.0,27,27
12537,feeble,96.0,96.0,27,27
12538,feed,96.0,89.0,27,27
12539,fetch,96.0,81.0,27,27
12540,flame,96.0,78.0,27,27
12542,grove,96.0,89.0,27,27
12543,guest,96.0,78.0,27,27
12544,guide,96.0,85.0,27,27
12545,lap,96.0,93.0,27,27
12547,modest,96.0,96.0,27,27
12548,paying,96.0,81.0,27,27
12549,plate,96.0,93.0,27,27
12550,properly,96.0,96.0,27,27
12552,revealed,96.0,96.0,27,27
12553,security,96.0,93.0,27,27
12554,wagon,96.0,93.0,27,27
12555,accompany,96.0,92.0,26,26
12556,autumn,96.0,85.0,26,26
12558,bullet,96.0,85.0,26,26
12560,cloth,96.0,96.0,26,26
12562,destroy,96.0,92.0,26,26
12563,disease,96.0,100.0,26,26
12564,error,96.0,58.0,26,26
12565,execution,96.0,100.0,26,26
12566,expense,96.0,100.0,26,26
12568,fashioned,96.0,96.0,26,26
12569,flow,96.0,81.0,26,26
12570,gown,96.0,77.0,26,26
12572,heartily,96.0,58.0,26,26
12573,impatient,96.0,96.0,26,26
12575,inquire,96.0,92.0,26,26
12576,missing,96.0,96.0,26,26
12577,nonsense,96.0,96.0,26,26
12578,positively,96.0,100.0,26,26
12579,remedy,96.0,92.0,26,26
12581,slip,96.0,96.0,26,26
12583,tales,96.0,96.0,26,26
12584,turns,96.0,92.0,26,26
12587,canvas,96.0,92.0,25,25
12588,central,96.0,100.0,25,25
12590,clerk,96.0,100.0,25,25
12591,design,96.0,100.0,25,25
12592,faster,96.0,100.0,25,25
12593,flock,96.0,96.0,25,25
12594,jasper,96.0,88.0,25,25
12597,obey,96.0,92.0,25,25
12598,observing,96.0,96.0,25,25
12599,pillow,96.0,88.0,25,25
12600,poet,96.0,100.0,25,25
12601,prayer,96.0,100.0,25,25
12602,pushing,96.0,100.0,25,25
12604,sport,96.0,88.0,25,25
12607,tore,96.0,80.0,25,25
12608,washed,96.0,68.0,25,25
12609,acknowledged,96.0,88.0,24,24
12610,association,96.0,92.0,24,24
12611,beautifully,96.0,100.0,24,24
12612,bush,96.0,92.0,24,24
12613,cattle,96.0,92.0,24,24
12616,column,96.0,75.0,24,24
12617,compliment,96.0,100.0,24,24
12618,daylight,96.0,83.0,24,24
12619,declaration,96.0,96.0,24,24
12621,displayed,96.0,58.0,24,24
12623,elsewhere,96.0,92.0,24,24
12626,fro,96.0,96.0,24,24
12627,harder,96.0,100.0,24,24
12628,horizon,96.0,100.0,24,24
12630,inch,96.0,38.0,24,24
12631,involved,96.0,100.0,24,24
12634,obedience,96.0,96.0,24,24
12636,psychic,96.0,92.0,24,24
12637,refuge,96.0,96.0,24,24
12638,selling,96.0,100.0,24,24
12639,smoking,96.0,100.0,24,24
12640,steam,96.0,83.0,24,24
12642,sugar,96.0,92.0,24,24
12644,toil,96.0,83.0,24,24
12645,universe,96.0,96.0,24,24
12647,allies,96.0,91.0,23,23
12648,angrily,96.0,65.0,23,23
12649,apt,96.0,65.0,23,23
12650,assist,96.0,87.0,23,23
12652,bedroom,96.0,100.0,23,23
12653,capture,96.0,100.0,23,23
12654,check,96.0,91.0,23,23
12655,county,96.0,100.0,23,23
12656,crook,96.0,70.0,23,23
12663,hale,96.0,70.0,23,23
12664,hesitate,96.0,83.0,23,23
12665,hind,96.0,96.0,23,23
12667,indifferent,96.0,96.0,23,23
12669,porch,96.0,96.0,23,23
12670,print,96.0,100.0,23,23
12671,satisfactory,96.0,96.0,23,23
12672,scientific,96.0,100.0,23,23
12674,shaken,96.0,78.0,23,23
12675,tide,96.0,91.0,23,23
12676,tremble,96.0,91.0,23,23
12677,and,97.0,80.0,33258,33258
12678,that,97.0,88.0,12534,12534
12679,as,97.0,90.0,8081,8081
12680,on,97.0,93.0,5649,5649
12681,they,97.0,87.0,4719,4719
12682,have,97.0,94.0,4389,4389
12683,there,97.0,93.0,3097,3097
12684,them,97.0,88.0,2866,2866
12685,who,97.0,82.0,2657,2657
12686,what,97.0,82.0,2551,2551
12687,up,97.0,89.0,2304,2304
12688,out,97.0,92.0,2256,2256
12689,will,97.0,92.0,2134,2134
12690,into,97.0,93.0,2000,2000
12691,any,97.0,90.0,1430,1430
12692,these,97.0,90.0,1268,1268
12693,know,97.0,88.0,1241,1241
12694,how,97.0,85.0,1167,1167
12695,come,97.0,88.0,1080,1080
12696,own,97.0,96.0,972,972
12697,may,97.0,88.0,965,965
12698,went,97.0,91.0,953,953
12699,might,97.0,94.0,944,944
12700,through,97.0,94.0,920,920
12701,every,97.0,96.0,867,867
12702,dont,97.0,67.0,794,794
12703,head,97.0,88.0,705,705
12704,shall,97.0,91.0,674,674
12707,put,97.0,93.0,624,624
12708,look,97.0,93.0,564,564
12709,each,97.0,86.0,536,536
12710,done,97.0,91.0,496,496
12711,seen,97.0,92.0,492,492
12713,felt,97.0,92.0,474,474
12714,turned,97.0,91.0,457,457
12715,white,97.0,93.0,454,454
12716,both,97.0,93.0,430,430
12719,want,97.0,90.0,396,396
12720,along,97.0,89.0,367,367
12721,sure,97.0,90.0,347,347
12722,less,97.0,86.0,334,334
12725,returned,97.0,83.0,302,302
12726,alone,97.0,93.0,295,295
12727,body,97.0,100.0,292,292
12728,above,97.0,86.0,285,285
12730,times,97.0,96.0,260,260
12731,story,97.0,93.0,247,247
12732,feel,97.0,96.0,234,234
12733,close,97.0,93.0,233,233
12734,rose,97.0,94.0,229,229
12735,need,97.0,93.0,220,220
12736,war,97.0,96.0,220,220
12737,taking,97.0,89.0,204,204
12738,book,97.0,93.0,202,202
12739,free,97.0,94.0,197,197
12740,saying,97.0,88.0,190,190
12741,school,97.0,97.0,188,188
12742,soul,97.0,94.0,181,181
12743,spirit,97.0,98.0,176,176
12744,bad,97.0,93.0,174,174
12745,early,97.0,89.0,172,172
12746,sense,97.0,98.0,170,170
12747,line,97.0,98.0,164,164
12748,forth,97.0,97.0,161,161
12749,law,97.0,90.0,160,160
12750,stopped,97.0,88.0,159,159
12752,pay,97.0,91.0,156,156
12753,tone,97.0,90.0,155,155
12754,instead,97.0,97.0,153,153
12755,walk,97.0,93.0,153,153
12756,length,97.0,78.0,152,152
12757,sitting,97.0,91.0,150,150
12758,hill,97.0,90.0,147,147
12760,play,97.0,93.0,147,147
12761,service,97.0,94.0,147,147
12762,deal,97.0,96.0,144,144
12763,appearance,97.0,87.0,142,142
12764,married,97.0,96.0,142,142
12765,easy,97.0,89.0,133,133
12766,step,97.0,90.0,132,132
12767,heavy,97.0,79.0,130,130
12768,beside,97.0,90.0,129,129
12770,paper,97.0,96.0,129,129
12771,stone,97.0,89.0,128,128
12772,north,97.0,95.0,125,125
12773,closed,97.0,98.0,124,124
12775,corner,97.0,99.0,122,122
12776,die,97.0,92.0,122,122
12777,presence,97.0,94.0,122,122
12778,effect,97.0,93.0,121,121
12780,wall,97.0,93.0,120,120
12781,cry,97.0,92.0,118,118
12782,village,97.0,96.0,118,118
12783,field,97.0,95.0,117,117
12784,bit,97.0,76.0,116,116
12785,dream,97.0,93.0,116,116
12786,regard,97.0,98.0,116,116
12788,south,97.0,95.0,115,115
12790,surprise,97.0,96.0,113,113
12791,news,97.0,97.0,112,112
12792,music,97.0,96.0,111,111
12793,leaving,97.0,96.0,109,109
12795,watch,97.0,94.0,109,109
12796,action,97.0,93.0,108,108
12797,moon,97.0,95.0,107,107
12798,shut,97.0,90.0,105,105
12799,grace,97.0,84.0,103,103
12800,tall,97.0,86.0,102,102
12801,afterwards,97.0,96.0,101,101
12802,minute,97.0,89.0,101,101
12803,bank,97.0,93.0,100,100
12804,comfort,97.0,98.0,100,100
12806,ancient,97.0,88.0,99,99
12807,peace,97.0,94.0,97,97
12808,forgotten,97.0,99.0,96,96
12809,built,97.0,93.0,95,95
12811,quick,97.0,96.0,94,94
12813,reply,97.0,95.0,93,93
12814,success,97.0,98.0,93,93
12815,fifteen,97.0,70.0,92,92
12816,weather,97.0,92.0,92,92
12817,cousin,97.0,96.0,91,91
12819,farm,97.0,91.0,90,90
12821,grass,97.0,94.0,89,89
12822,luck,97.0,53.0,88,88
12823,sharp,97.0,99.0,88,88
12824,courage,97.0,91.0,87,87
12825,island,97.0,86.0,86,86
12826,touch,97.0,88.0,86,86
12827,castle,97.0,97.0,80,80
12828,degree,97.0,97.0,80,80
12829,dry,97.0,91.0,80,80
12830,quietly,97.0,99.0,80,80
12831,creature,97.0,94.0,79,79
12832,fixed,97.0,95.0,79,79
12833,break,97.0,96.0,78,78
12834,engaged,97.0,99.0,78,78
12835,moral,97.0,92.0,78,78
12837,thrown,97.0,97.0,78,78
12838,touched,97.0,65.0,78,78
12839,charming,97.0,99.0,77,77
12840,produced,97.0,92.0,77,77
12841,rising,97.0,91.0,77,77
12842,special,97.0,95.0,77,77
12843,terror,97.0,70.0,77,77
12845,delight,97.0,91.0,76,76
12847,mass,97.0,92.0,75,75
12848,proved,97.0,95.0,75,75
12849,rock,97.0,96.0,75,75
12850,supposed,97.0,85.0,75,75
12851,notice,97.0,96.0,74,74
12853,ahead,97.0,85.0,73,73
12854,instance,97.0,96.0,73,73
12855,month,97.0,96.0,73,73
12856,lovely,97.0,99.0,72,72
12857,shape,97.0,93.0,72,72
12858,upper,97.0,99.0,72,72
12859,iron,97.0,79.0,71,71
12861,pride,97.0,99.0,71,71
12862,relief,97.0,94.0,71,71
12864,faith,97.0,97.0,70,70
12865,hearing,97.0,91.0,70,70
12867,clean,97.0,88.0,68,68
12868,fly,97.0,93.0,68,68
12869,mile,97.0,90.0,68,68
12870,picked,97.0,94.0,68,68
12871,wise,97.0,93.0,68,68
12872,dozen,97.0,90.0,67,67
12873,expressed,97.0,96.0,67,67
12874,forced,97.0,94.0,67,67
12878,value,97.0,98.0,66,66
12879,accepted,97.0,92.0,65,65
12880,admit,97.0,91.0,65,65
12881,deck,97.0,83.0,65,65
12883,sooner,97.0,88.0,65,65
12884,admiration,97.0,98.0,64,64
12885,bitter,97.0,89.0,64,64
12886,dale,97.0,98.0,64,64
12887,dragon,97.0,94.0,63,63
12890,leg,97.0,97.0,63,63
12891,plan,97.0,100.0,63,63
12892,nevertheless,97.0,95.0,62,62
12894,employed,97.0,92.0,61,61
12896,shame,97.0,79.0,61,61
12897,vessel,97.0,89.0,61,61
12898,double,97.0,92.0,60,60
12899,meadow,97.0,78.0,60,60
12900,press,97.0,95.0,60,60
12902,faint,97.0,88.0,58,58
12903,handed,97.0,95.0,58,58
12904,key,97.0,91.0,58,58
12905,unhappy,97.0,93.0,58,58
12907,band,97.0,93.0,40,40
12908,beating,97.0,97.0,40,40
12909,butter,97.0,85.0,40,40
12910,cheek,97.0,90.0,40,40
12911,claim,97.0,95.0,40,40
12912,delightful,97.0,93.0,40,40
12913,enthusiasm,97.0,95.0,40,40
12915,judgment,97.0,100.0,40,40
12916,leader,97.0,97.0,40,40
12917,proceed,97.0,77.0,40,40
12919,relation,97.0,97.0,40,40
12920,spare,97.0,93.0,40,40
12921,applied,97.0,77.0,39,39
12922,audience,97.0,100.0,39,39
12924,cool,97.0,97.0,39,39
12925,crown,97.0,97.0,39,39
12926,distinct,97.0,100.0,39,39
12927,expedition,97.0,100.0,39,39
12928,job,97.0,95.0,39,39
12929,nautilus,97.0,79.0,39,39
12930,possess,97.0,87.0,39,39
12931,produce,97.0,97.0,39,39
12932,steadily,97.0,95.0,39,39
12933,striking,97.0,100.0,39,39
12934,august,97.0,87.0,38,38
12935,earnest,97.0,79.0,38,38
12936,genius,97.0,95.0,38,38
12937,grandfather,97.0,100.0,38,38
12940,variety,97.0,97.0,38,38
12941,anywhere,97.0,100.0,37,37
12942,boots,97.0,89.0,37,37
12943,conclusion,97.0,100.0,37,37
12944,examination,97.0,97.0,37,37
12946,heavens,97.0,73.0,37,37
12947,horrible,97.0,81.0,37,37
12949,intellectual,97.0,97.0,37,37
12950,nearest,97.0,92.0,37,37
12951,ninety,97.0,59.0,37,37
12952,parish,97.0,95.0,37,37
12957,thoroughly,97.0,95.0,37,37
12959,valuable,97.0,100.0,37,37
12960,wandering,97.0,97.0,37,37
12961,address,97.0,92.0,36,36
12962,agree,97.0,92.0,36,36
12963,crawley,97.0,89.0,36,36
12964,cup,97.0,69.0,36,36
12965,friendship,97.0,100.0,36,36
12966,generous,97.0,97.0,36,36
12967,intelligent,97.0,83.0,36,36
12969,learning,97.0,100.0,36,36
12970,lonely,97.0,97.0,36,36
12971,mercer,97.0,92.0,36,36
12972,monster,97.0,100.0,36,36
12974,stuff,97.0,86.0,36,36
12975,surrounding,97.0,92.0,36,36
12976,union,97.0,100.0,36,36
12978,yonder,97.0,81.0,36,36
12980,candle,97.0,89.0,35,35
12982,concerning,97.0,97.0,35,35
12983,conviction,97.0,91.0,35,35
12984,creek,97.0,89.0,35,35
12985,dressing,97.0,89.0,35,35
12988,quarters,97.0,97.0,35,35
12989,raise,97.0,80.0,35,35
12993,unexpected,97.0,91.0,35,35
12994,utmost,97.0,97.0,35,35
12995,anyhow,97.0,68.0,34,34
12996,capacity,97.0,97.0,34,34
12998,dread,97.0,82.0,34,34
12999,essential,97.0,97.0,34,34
13001,local,97.0,100.0,34,34
13002,magic,97.0,100.0,34,34
13004,motionless,97.0,100.0,34,34
13005,opposition,97.0,94.0,34,34
13006,pony,97.0,94.0,34,34
13007,praise,97.0,85.0,34,34
13008,privilege,97.0,97.0,34,34
13009,record,97.0,100.0,34,34
13010,reflected,97.0,100.0,34,34
13013,season,97.0,91.0,34,34
13014,throwing,97.0,97.0,34,34
13015,triumph,97.0,94.0,34,34
13016,confused,97.0,100.0,33,33
13017,damp,97.0,82.0,33,33
13018,engineer,97.0,97.0,33,33
13019,fearful,97.0,82.0,33,33
13022,multitude,97.0,94.0,33,33
13023,noted,97.0,85.0,33,33
13024,surgeon,97.0,100.0,33,33
13025,tops,97.0,88.0,33,33
13026,torn,97.0,94.0,33,33
13028,activity,97.0,97.0,32,32
13029,angel,97.0,88.0,32,32
13032,concealed,97.0,91.0,32,32
13033,disappointment,97.0,94.0,32,32
13034,enjoyment,97.0,94.0,32,32
13035,lawyer,97.0,97.0,32,32
13036,railroad,97.0,97.0,32,32
13037,relieved,97.0,91.0,32,32
13038,resist,97.0,94.0,32,32
13040,chose,97.0,87.0,31,31
13041,emotion,97.0,90.0,31,31
13043,filling,97.0,100.0,31,31
13044,flag,97.0,97.0,31,31
13045,heap,97.0,65.0,31,31
13046,impatience,97.0,87.0,31,31
13047,issue,97.0,81.0,31,31
13048,owing,97.0,65.0,31,31
13049,pointing,97.0,97.0,31,31
13050,regiment,97.0,97.0,31,31
13052,satisfy,97.0,81.0,31,31
13054,teach,97.0,94.0,31,31
13055,treasure,97.0,94.0,31,31
13056,vengeance,97.0,94.0,31,31
13057,amid,97.0,50.0,30,30
13060,brow,97.0,93.0,30,30
13063,driver,97.0,90.0,30,30
13064,happily,97.0,90.0,30,30
13066,independence,97.0,83.0,30,30
13067,landing,97.0,93.0,30,30
13069,naked,97.0,93.0,30,30
13070,necessarily,97.0,93.0,30,30
13071,permit,97.0,100.0,30,30
13072,quality,97.0,100.0,30,30
13076,sigh,97.0,47.0,30,30
13077,silly,97.0,73.0,30,30
13078,solid,97.0,97.0,30,30
13079,squire,97.0,97.0,30,30
13080,steep,97.0,90.0,30,30
13081,twisted,97.0,97.0,30,30
13082,victim,97.0,97.0,30,30
13083,wake,97.0,77.0,30,30
13085,alarmed,97.0,90.0,29,29
13086,bark,97.0,79.0,29,29
13089,calmly,97.0,79.0,29,29
13091,deny,97.0,90.0,29,29
13092,dine,97.0,79.0,29,29
13093,endless,97.0,72.0,29,29
13094,furniture,97.0,100.0,29,29
13096,growth,97.0,93.0,29,29
13097,maiden,97.0,69.0,29,29
13100,ridge,97.0,83.0,29,29
13101,saddle,97.0,100.0,29,29
13102,sovereign,97.0,97.0,29,29
13107,of,98.0,94.0,29876,29876
13108,i,98.0,88.0,13311,13311
13109,he,98.0,92.0,13064,13064
13110,his,98.0,97.0,9679,9679
13111,had,98.0,93.0,8331,8331
13112,you,98.0,87.0,7541,7541
13113,for,98.0,97.0,7421,7421
13114,her,98.0,89.0,6984,6984
13115,but,98.0,82.0,6410,6410
13116,him,98.0,86.0,4956,4956
13117,by,98.0,95.0,4437,4437
13118,all,98.0,92.0,4171,4171
13119,said,98.0,94.0,3863,3863
13120,one,98.0,93.0,3769,3769
13121,me,98.0,90.0,3699,3699
13122,we,98.0,93.0,3274,3274
13123,no,98.0,92.0,3050,3050
13124,when,98.0,84.0,2994,2994
13125,would,98.0,89.0,2815,2815
13126,could,98.0,97.0,2147,2147
13127,some,98.0,97.0,1836,1836
13128,man,98.0,96.0,1813,1813
13129,now,98.0,92.0,1771,1771
13130,like,98.0,91.0,1609,1609
13131,upon,98.0,94.0,1525,1525
13132,over,98.0,95.0,1296,1296
13133,old,98.0,89.0,1271,1271
13134,see,98.0,91.0,1268,1268
13135,should,98.0,96.0,1187,1187
13136,again,98.0,95.0,1048,1048
13137,go,98.0,93.0,999,999
13138,say,98.0,94.0,950,950
13139,just,98.0,92.0,945,945
13141,house,98.0,95.0,882,882
13142,those,98.0,96.0,880,880
13143,still,98.0,94.0,809,809
13144,found,98.0,97.0,757,757
13145,three,98.0,90.0,751,751
13146,hand,98.0,94.0,737,737
13147,get,98.0,95.0,732,732
13148,take,98.0,96.0,727,727
13150,right,98.0,94.0,693,693
13151,left,98.0,88.0,688,688
13152,once,98.0,91.0,675,675
13153,tell,98.0,93.0,675,675
13154,place,98.0,97.0,673,673
13155,took,98.0,95.0,668,668
13156,face,98.0,98.0,665,665
13157,room,98.0,95.0,654,654
13158,new,98.0,95.0,652,652
13159,under,98.0,94.0,652,652
13162,give,98.0,88.0,575,575
13163,mind,98.0,97.0,550,550
13164,love,98.0,95.0,545,545
13165,far,98.0,97.0,532,532
13166,heart,98.0,91.0,530,530
13167,yes,98.0,62.0,522,522
13168,door,98.0,96.0,520,520
13169,home,98.0,93.0,517,517
13170,got,98.0,92.0,496,496
13171,side,98.0,95.0,492,492
13172,woman,98.0,97.0,488,488
13173,whole,98.0,95.0,485,485
13174,king,98.0,91.0,471,471
13175,however,98.0,96.0,457,457
13176,days,98.0,92.0,454,454
13177,girl,98.0,96.0,448,448
13178,part,98.0,98.0,439,439
13179,together,98.0,96.0,408,408
13181,stood,98.0,86.0,392,392
13182,brought,98.0,88.0,387,387
13183,best,98.0,94.0,382,382
13184,rather,98.0,93.0,365,365
13185,taken,98.0,97.0,348,348
13186,word,98.0,92.0,344,344
13187,gone,98.0,93.0,338,338
13188,true,98.0,96.0,323,323
13189,during,98.0,96.0,316,316
13190,already,98.0,97.0,307,307
13192,hope,98.0,94.0,304,304
13193,god,98.0,92.0,299,299
13194,leave,98.0,91.0,295,295
13195,help,98.0,94.0,280,280
13196,state,98.0,90.0,274,274
13197,kept,98.0,88.0,270,270
13198,within,98.0,97.0,269,269
13199,point,98.0,97.0,268,268
13200,least,98.0,97.0,265,265
13201,master,98.0,97.0,265,265
13202,hour,98.0,94.0,264,264
13203,care,98.0,94.0,262,262
13204,making,98.0,95.0,261,261
13205,whether,98.0,94.0,261,261
13206,suddenly,98.0,98.0,257,257
13207,bed,98.0,88.0,256,256
13208,dead,98.0,91.0,255,255
13209,itself,98.0,96.0,253,253
13210,able,98.0,97.0,251,251
13211,manner,98.0,97.0,250,250
13212,captain,98.0,98.0,249,249
13213,town,98.0,100.0,246,246
13214,known,98.0,94.0,244,244
13215,fine,98.0,89.0,242,242
13216,strange,98.0,96.0,240,240
13217,hard,98.0,94.0,236,236
13218,arms,98.0,93.0,234,234
13219,sort,98.0,68.0,225,225
13220,else,98.0,90.0,220,220
13221,tree,98.0,94.0,220,220
13222,ready,98.0,93.0,214,214
13223,green,98.0,96.0,212,212
13224,answer,98.0,95.0,211,211
13225,later,98.0,98.0,209,209
13226,show,98.0,91.0,206,206
13227,foot,98.0,93.0,204,204
13229,pretty,98.0,99.0,201,201
13230,received,98.0,94.0,199,199
13231,spoke,98.0,94.0,196,196
13232,tried,98.0,90.0,196,196
13233,doubt,98.0,94.0,194,194
13234,talk,98.0,93.0,193,193
13235,beyond,98.0,98.0,192,192
13238,seven,98.0,81.0,182,182
13240,age,98.0,86.0,180,180
13241,forward,98.0,96.0,179,179
13242,beauty,98.0,94.0,178,178
13243,sun,98.0,84.0,178,178
13245,standing,98.0,97.0,174,174
13246,immediately,98.0,95.0,171,171
13248,remember,98.0,93.0,169,169
13249,bring,98.0,92.0,168,168
13251,neither,98.0,92.0,168,168
13252,blood,98.0,94.0,167,167
13253,wild,98.0,95.0,167,167
13254,further,98.0,98.0,163,163
13255,trouble,98.0,97.0,163,163
13256,filled,98.0,94.0,162,162
13257,afraid,98.0,88.0,161,161
13259,youth,98.0,90.0,154,154
13260,gold,98.0,91.0,150,150
13261,stand,98.0,96.0,148,148
13262,talking,98.0,99.0,145,145
13264,whatever,98.0,41.0,142,142
13265,comes,98.0,94.0,141,141
13266,mouth,98.0,95.0,135,135
13267,opinion,98.0,96.0,134,134
13268,food,98.0,98.0,133,133
13269,ship,98.0,93.0,132,132
13270,distance,98.0,98.0,131,131
13271,wide,98.0,93.0,131,131
13274,valley,98.0,95.0,130,130
13276,occasion,98.0,94.0,129,129
13277,stay,98.0,85.0,129,129
13279,winter,98.0,98.0,128,128
13280,simply,98.0,98.0,127,127
13281,chief,98.0,94.0,126,126
13283,beginning,98.0,100.0,125,125
13284,speaking,98.0,98.0,125,125
13285,chair,98.0,98.0,124,124
13287,forty,98.0,65.0,123,123
13288,trying,98.0,97.0,123,123
13290,silent,98.0,85.0,121,121
13292,sudden,98.0,98.0,116,116
13294,soft,98.0,90.0,113,113
13295,experience,98.0,99.0,112,112
13296,declared,98.0,88.0,111,111
13298,influence,98.0,93.0,109,109
13300,golden,98.0,97.0,108,108
13301,shore,98.0,95.0,108,108
13302,shook,98.0,88.0,107,107
13304,beneath,98.0,98.0,104,104
13305,worse,98.0,92.0,104,104
13306,knowing,98.0,91.0,102,102
13307,everybody,98.0,89.0,101,101
13308,pain,98.0,95.0,101,101
13309,picture,98.0,99.0,101,101
13310,breath,98.0,96.0,100,100
13311,considered,98.0,90.0,100,100
13312,grown,98.0,93.0,100,100
13314,reach,98.0,87.0,100,100
13315,box,98.0,98.0,99,99
13316,decided,98.0,86.0,99,99
13317,class,98.0,96.0,98,98
13318,fish,98.0,92.0,98,98
13319,morrow,98.0,72.0,98,98
13320,running,98.0,93.0,98,98
13321,carriage,98.0,99.0,97,97
13322,silver,98.0,94.0,97,97
13323,glance,98.0,92.0,96,96
13325,president,98.0,98.0,96,96
13326,passing,98.0,98.0,94,94
13327,broad,98.0,97.0,93,93
13328,scene,98.0,91.0,93,93
13329,social,98.0,99.0,93,93
13330,tired,98.0,89.0,93,93
13332,board,98.0,98.0,92,92
13333,attempt,98.0,92.0,90,90
13336,drawing,98.0,88.0,89,89
13338,breakfast,98.0,99.0,88,88
13339,result,98.0,97.0,88,88
13340,effort,98.0,95.0,87,87
13342,servant,98.0,84.0,87,87
13344,building,98.0,95.0,85,85
13345,cast,98.0,92.0,85,85
13346,holding,98.0,94.0,85,85
13348,teeth,98.0,93.0,85,85
13349,glass,98.0,95.0,84,84
13350,ourselves,98.0,96.0,84,84
13354,catch,98.0,98.0,82,82
13359,possessed,98.0,91.0,81,81
13360,shoulder,98.0,99.0,81,81
13361,animal,98.0,95.0,66,66
13364,instantly,98.0,62.0,66,66
13365,language,98.0,97.0,66,66
13366,pity,98.0,86.0,66,66
13367,tender,98.0,92.0,66,66
13368,vast,98.0,95.0,66,66
13369,apparently,98.0,98.0,65,65
13370,liberty,98.0,97.0,65,65
13371,modern,98.0,98.0,65,65
13372,slept,98.0,80.0,65,65
13373,advice,98.0,92.0,64,64
13374,carrying,98.0,97.0,64,64
13375,drink,98.0,88.0,64,64
13377,goes,98.0,94.0,64,64
13378,mental,98.0,100.0,64,64
13379,seventy,98.0,72.0,64,64
13380,equally,98.0,86.0,63,63
13381,evidence,98.0,94.0,63,63
13382,police,98.0,98.0,63,63
13383,regular,98.0,95.0,63,63
13384,whenever,98.0,81.0,63,63
13385,yesterday,98.0,97.0,63,63
13386,clearly,98.0,100.0,62,62
13390,seated,98.0,89.0,62,62
13391,slow,98.0,84.0,62,62
13393,fairly,98.0,100.0,61,61
13394,immediate,98.0,98.0,61,61
13395,command,98.0,98.0,60,60
13396,explain,98.0,93.0,60,60
13397,keeping,98.0,98.0,60,60
13398,majesty,98.0,97.0,60,60
13399,midst,98.0,100.0,60,60
13400,throat,98.0,100.0,60,60
13401,slave,98.0,93.0,59,59
13402,square,98.0,97.0,59,59
13407,highest,98.0,98.0,58,58
13408,mysterious,98.0,100.0,58,58
13409,original,98.0,95.0,58,58
13410,throughout,98.0,95.0,58,58
13411,twice,98.0,95.0,58,58
13412,duke,98.0,95.0,57,57
13413,eager,98.0,79.0,57,57
13414,forgive,98.0,84.0,57,57
13415,member,98.0,98.0,57,57
13416,otherwise,98.0,100.0,57,57
13417,plainly,98.0,72.0,57,57
13418,ugly,98.0,72.0,57,57
13420,baby,98.0,100.0,56,56
13421,car,98.0,98.0,56,56
13422,conscience,98.0,95.0,56,56
13423,emperor,98.0,96.0,56,56
13426,violent,98.0,100.0,56,56
13428,excuse,98.0,89.0,55,55
13429,harm,98.0,98.0,55,55
13430,hastily,98.0,82.0,55,55
13431,hungry,98.0,96.0,55,55
13432,principle,98.0,93.0,55,55
13434,secure,98.0,91.0,55,55
13435,tiny,98.0,89.0,55,55
13436,crow,98.0,81.0,54,54
13437,fled,98.0,93.0,54,54
13438,glory,98.0,94.0,54,54
13439,attitude,98.0,96.0,53,53
13441,parliament,98.0,98.0,53,53
13442,patient,98.0,96.0,53,53
13443,behold,98.0,77.0,52,52
13444,ease,98.0,56.0,52,52
13445,gradually,98.0,100.0,52,52
13446,interrupted,98.0,92.0,52,52
13447,reality,98.0,98.0,52,52
13448,sunshine,98.0,96.0,52,52
13450,younger,98.0,96.0,52,52
13452,flying,98.0,94.0,51,51
13453,gaze,98.0,86.0,51,51
13455,intention,98.0,96.0,51,51
